"TIME","SIN1","SIN2","SIN3","SIN4","SIN5"
90,9.38292,9.38292,9.35337,9.44758,1.12113
90.00145297,9.3117,9.3117,9.29685,9.40322,1.22394
90.00446444,9.16009,9.16009,9.17571,9.30723,1.43741
90.00640768,9.05939,9.05939,9.09468,9.24237,1.57536
90.00963645,8.88718,8.88718,8.95514,9.12962,1.80457
90.016094,8.52486,8.52486,8.65808,8.88571,2.26171
90.0290091,7.73221,7.73221,7.99517,8.32719,3.15694
90.05483929,5.90506,5.90506,6.4205,6.95119,4.73989
90.05602662,5.81261,5.81261,6.33938,6.87883,4.8053
90.05840128,5.6277,5.6277,6.17713,6.7341,4.93367
90.05997977,5.50313,5.50313,6.06755,6.63606,5.01692
90.06059335,5.45471,5.45471,6.02495,6.59794,5.04858
90.06147949,5.38408,5.38408,5.96268,6.54211,5.0943
90.06240782,5.31009,5.31009,5.89745,6.48362,5.14085
90.06382263,5.19641,5.19641,5.79707,6.39345,5.2118
90.06665225,4.96675,4.96675,5.59385,6.21048,5.34833
90.07132909,4.58059,4.58059,5.25092,5.90054,5.56159
90.08068277,3.78532,3.78532,4.54016,5.25381,5.94394
90.09078819,2.89464,2.89464,3.73756,4.5173,6.29324
90.10453812,1.6373,1.6373,2.59403,3.45815,6.66556
90.11907937,0.260489,0.260489,1.32905,2.27493,6.93324
90.14426551,-2.19902,-2.19902,-0.961832,0.105513,7.101
90.15499845,-3.26417,-3.26417,-1.96886,-0.858069,7.06093
90.1612024,-3.87986,-3.87986,-2.55701,-1.42364,7.00811
90.16327744,-4.08519,-4.08519,-2.75463,-1.61404,6.98565
90.16518217,-4.27366,-4.27366,-2.93604,-1.78927,6.96296
90.16793219,-4.5442,-4.5442,-3.19831,-2.04294,6.92673
90.16871976,-4.62168,-4.62168,-3.27343,-2.1158,6.91542
90.16960457,-4.70821,-4.70821,-3.35782,-2.19764,6.9027
90.17068126,-4.81352,-4.81352,-3.4605,-2.29724,6.8861
90.1718874,-4.93065,-4.93065,-3.57554,-2.4091,6.8675
90.17383107,-5.11941,-5.11941,-3.76051,-2.58935,6.83535
90.17638338,-5.36492,-5.36492,-4.0034,-2.8267,6.79011
90.17943876,-5.65563,-5.65563,-4.29288,-3.11083,6.73148
90.18012558,-5.72031,-5.72031,-4.35795,-3.1747,6.71746
90.18106871,-5.80912,-5.80912,-4.44682,-3.26249,6.69822
90.18299785,-5.98916,-5.98916,-4.62859,-3.44207,6.6571
90.18423837,-6.10393,-6.10393,-4.74458,-3.55754,6.629
90.18629065,-6.29191,-6.29191,-4.93648,-3.74819,6.58253
90.18877717,-6.51625,-6.51625,-5.16674,-3.97918,6.5226
90.19156916,-6.76323,-6.76323,-5.42242,-4.23729,6.45164
90.19302663,-6.88995,-6.88995,-5.55404,-4.37202,6.41257
90.19439996,-7.00788,-7.00788,-5.67806,-4.49812,6.37576
90.19575103,-7.12241,-7.12241,-5.79857,-4.62217,6.33816
90.19845318,-7.34668,-7.34668,-6.03616,-4.86805,6.26032
90.20018583,-7.48698,-7.48698,-6.18591,-5.02401,6.2083
90.20082051,-7.53728,-7.53728,-6.23991,-5.08115,6.18925
90.2019977,-7.63059,-7.63059,-6.34006,-5.18593,6.15269
90.20254061,-7.67277,-7.67277,-6.38551,-5.23425,6.13584
90.20277447,-7.69094,-7.69094,-6.40508,-5.25488,6.12857
90.20345871,-7.7441,-7.7441,-6.46237,-5.31523,6.1068
90.20366874,-7.76012,-7.76012,-6.47967,-5.33376,6.10012
90.20408881,-7.79216,-7.79216,-6.51429,-5.37051,6.08675
90.20492896,-7.85625,-7.85625,-6.58351,-5.44399,6.05927
90.20660925,-7.98122,-7.98122,-6.71944,-5.58884,6.00431
90.20750269,-8.04767,-8.04767,-6.79019,-5.66586,5.97412
90.20838733,-8.11187,-8.11187,-6.86024,-5.74093,5.94422
90.20878762,-8.14092,-8.14092,-6.89135,-5.7749,5.93069
90.20945418,-8.18847,-8.18847,-6.94317,-5.83081,5.90763
90.21012034,-8.236,-8.236,-6.99393,-5.88668,5.88458
90.21143437,-8.32815,-8.32815,-7.09405,-5.99553,5.83833
90.21406243,-8.50767,-8.50767,-7.2884,-6.20883,5.7435
90.2159064,-8.62983,-8.62983,-7.42085,-6.35482,5.67471
90.21693077,-8.69585,-8.69585,-7.49258,-6.4343,5.63649
90.21747053,-8.73063,-8.73063,-7.53038,-6.47618,5.61581
90.21798049,-8.76349,-8.76349,-7.56609,-6.51494,5.59628
90.21861039,-8.80301,-8.80301,-7.60914,-6.56282,5.57215
90.21916763,-8.83797,-8.83797,-7.64724,-6.60517,5.55042
90.21961886,-8.86628,-8.86628,-7.67808,-6.6389,5.53283
90.22006363,-8.89358,-8.89358,-7.7079,-6.67215,5.51549
90.22095317,-8.94817,-8.94817,-7.76754,-6.7379,5.48002
90.22273225,-9.05486,-9.05486,-7.88444,-6.86718,5.40908
90.2252827,-9.20288,-9.20288,-8.04731,-7.04754,5.30456
90.22720353,-9.31055,-9.31055,-8.16637,-7.17959,5.22405
90.22900588,-9.40863,-9.40863,-8.27529,-7.30061,5.14711
90.23261058,-9.59632,-9.59632,-8.48514,-7.53452,4.98926
90.23981832,-9.93818,-9.93818,-8.87326,-7.97075,4.65823
90.25155067,-10.4007,-10.4007,-9.41667,-8.59388,4.0778
90.26415588,-10.7699,-10.7699,-9.88021,-9.146,3.40073
90.28454569,-11.0942,-11.0942,-10.3715,-9.78727,2.20281
90.30865122,-11.0586,-11.0586,-10.5522,-10.154,0.651453
90.32689593,-10.743,-10.743,-10.4109,-10.1576,-0.599534
90.33580235,-10.5018,-10.5018,-10.2573,-10.0756,-1.22809
90.34467571,-10.2071,-10.2071,-10.0513,-9.94117,-1.85922
90.34708614,-10.1179,-10.1179,-9.98626,-9.89563,-2.03096
90.3494633,-10.0261,-10.0261,-9.91846,-9.84702,-2.20033
90.35421761,-9.83173,-9.83173,-9.77208,-9.73896,-2.53737
90.36372625,-9.40064,-9.40064,-9.43733,-9.48053,-3.19935
90.38274352,-8.38028,-8.38028,-8.6091,-8.80261,-4.42181
90.3910939,-7.86852,-7.86852,-8.18107,-8.43933,-4.90104
