"TIME","SIN1","SIN2","SIN3","SIN4","SIN5"
90,-6.79443,-6.79443,-5.45672,-5.57552,3.12171
90.0009283,-6.87345,-6.87345,-5.5386,-5.65394,3.18713
90.00288585,-7.03742,-7.03742,-5.7094,-5.81727,3.32434
90.00447687,-7.16783,-7.16783,-5.84595,-5.94757,3.43487
90.0049437,-7.20538,-7.20538,-5.88602,-5.98581,3.46729
90.00525151,-7.23014,-7.23014,-5.91206,-6.0106,3.48868
90.00575528,-7.27066,-7.27066,-5.95467,-6.05119,3.52336
90.00617172,-7.30351,-7.30351,-5.98989,-6.08473,3.55204
90.00671209,-7.34613,-7.34613,-6.03508,-6.12771,3.58924
90.00731565,-7.39373,-7.39373,-6.08555,-6.17572,3.63047
90.00840197,-7.47732,-7.47732,-6.17496,-6.26059,3.70467
90.00931029,-7.54722,-7.54722,-6.24971,-6.33155,3.76603
90.01062193,-7.64567,-7.64567,-6.35556,-6.4318,3.85465
90.01091545,-7.66771,-7.66771,-6.37925,-6.45424,3.87427
90.01198899,-7.74644,-7.74644,-6.46454,-6.53489,3.94602
90.0126872,-7.79765,-7.79765,-6.51907,-6.58642,3.99222
90.01368121,-7.86903,-7.86903,-6.5967,-6.65978,4.05799
90.01399563,-7.89161,-7.89161,-6.62077,-6.68252,4.07856
90.01510441,-7.96993,-7.96993,-6.70563,-6.76272,4.15113
90.01596051,-8.0289,-8.0289,-6.77017,-6.82308,4.20632
90.01767273,-8.14685,-8.14685,-6.89713,-6.94381,4.31668
90.0204431,-8.33082,-8.33082,-7.09668,-7.13265,4.49126
90.02598385,-8.67802,-8.67802,-7.47511,-7.49095,4.8263
90.0299433,-8.90954,-8.90954,-7.72923,-7.7316,5.05301
90.03172458,-9.00923,-9.00923,-7.83921,-7.83575,5.15134
90.03404297,-9.13489,-9.13489,-7.97844,-7.96755,5.27573
90.03544276,-9.20855,-9.20855,-8.06038,-8.0451,5.34885
90.03750788,-9.31417,-9.31417,-8.1784,-8.15675,5.45406
90.04163814,-9.51465,-9.51465,-8.40422,-8.37023,5.65521
90.04989864,-9.87279,-9.87279,-8.81555,-8.75826,6.02203
90.0608059,-10.2592,-10.2592,-9.27727,-9.19191,6.43688
90.07322344,-10.5808,-10.5808,-9.69152,-9.57774,6.81594
90.08764533,-10.7992,-10.7992,-10.0259,-9.88377,7.13469
90.11137812,-10.8086,-10.8086,-10.2428,-10.0644,7.38384
90.13634172,-10.3732,-10.3732,-10.0421,-9.83934,7.29123
90.18626892,-8.31171,-8.31171,-8.46934,-8.2551,6.13335
90.26298721,-2.89044,-2.89044,-3.7378,-3.57699,2.42315
90.30438512,0.83669,0.83669,-0.314393,-0.207627,-0.30254
90.30767283,1.15627,1.15627,-0.0164744,0.0852576,-0.540603
90.31424823,1.79803,1.79803,0.58336,0.674944,-1.01964
90.31721761,2.08908,2.08908,0.85609,0.943054,-1.23729
90.3180187,2.1676,2.1676,0.929912,1.01563,-1.296
90.31890989,2.25519,2.25519,1.01204,1.09636,-1.36153
90.32139505,2.49943,2.49943,1.24171,1.32214,-1.54427
90.32313526,2.67088,2.67088,1.40297,1.48066,-1.67236
90.32551004,2.90486,2.90486,1.62357,1.69753,-1.84716
90.32905778,3.2544,3.2544,1.9542,2.02256,-2.1083
90.33183213,3.52774,3.52774,2.21355,2.27752,-2.31202
90.3350262,3.84199,3.84199,2.51286,2.57176,-2.54567
90.33768012,4.10199,4.10199,2.76225,2.81694,-2.7388
90.33978126,4.30783,4.30783,2.9597,3.01105,-2.89069
90.34077531,4.40468,4.40468,3.05311,3.10289,-2.96254
90.34229967,4.55319,4.55319,3.19635,3.24371,-3.07205
90.34410472,4.72806,4.72806,3.36608,3.41047,-3.20103
90.34512044,4.82646,4.82646,3.46159,3.50431,-3.27307
90.34633957,4.94363,4.94363,3.57622,3.61693,-3.35954
90.34834098,5.13597,5.13597,3.76379,3.80123,-3.50025
90.35225019,5.50715,5.50715,4.13016,4.16121,-3.77113
90.35535007,5.79736,5.79736,4.41899,4.44495,-3.98175
90.35800873,6.04293,6.04293,4.66541,4.687,-4.15909
90.36109521,6.32359,6.32359,4.94947,4.96605,-4.36065
90.36312517,6.50535,6.50535,5.13479,5.14778,-4.4905
90.36467122,6.64148,6.64148,5.27449,5.28618,-4.58784
90.36595953,6.75492,6.75492,5.39089,5.39999,-4.66787
90.36739548,6.87886,6.87886,5.51882,5.52683,-4.75552
90.36809512,6.93924,6.93924,5.58115,5.5879,-4.79823
90.368787,6.99814,6.99814,5.64213,5.64829,-4.83977
90.36904282,7.01991,7.01991,5.66468,5.67041,-4.85513
90.37006609,7.10616,7.10616,5.7542,5.75887,-4.91589
90.37229218,7.2904,7.2904,5.94635,5.94863,-5.0455
90.37406541,7.43356,7.43356,6.09652,6.097,-5.14612
90.37433143,7.45462,7.45462,6.11905,6.11926,-5.16093
90.37517009,7.521,7.521,6.1891,6.18829,-5.2076
90.37575258,7.56632,7.56632,6.23721,6.23623,-5.23946
90.37647946,7.62288,7.62288,6.29726,6.29506,-5.27923
90.37762622,7.70987,7.70987,6.39012,6.38786,-5.3404
90.37878076,7.79744,7.79744,6.48361,6.47912,-5.40197
90.37992799,7.88169,7.88169,6.57422,6.56982,-5.46137
90.3806705,7.93621,7.93621,6.63287,6.62711,-5.49981
90.38107623,7.96601,7.96601,6.66423,6.65842,-5.52032
90.38161391,8.00457,8.00457,6.7058,6.69991,-5.54749
90.3821347,8.04192,8.04192,6.74606,6.73938,-5.57382
90.38268457,8.08058,8.08058,6.78786,6.78106,-5.60097
90.38321462,8.11785,8.11785,6.82815,6.82063,-5.62715
90.38393115,8.16823,8.16823,6.88146,6.87411,-5.66253
90.38536421,8.26674,8.26674,6.98808,6.97921,-5.73166
90.38768442,8.42209,8.42209,7.15571,7.14524,-5.84059
90.39232485,8.71785,8.71785,7.47612,7.46267,-6.04751
90.40160571,9.25168,9.25168,8.06093,8.0425,-6.41882
