"TIME","SIN1","SIN2","SIN3","SIN4","SIN5"
90,-6.85749,-6.90507,-4.32003,-5.43805,-5.08598
90.00144668,-6.90427,-6.95013,-4.41061,-5.50645,-5.02061
90.00337559,-6.96463,-7.00822,-4.52956,-5.59559,-4.93227
90.00723341,-7.07808,-7.11716,-4.7603,-5.76648,-4.75132
90.0101563,-7.15758,-7.19325,-4.92829,-5.88947,-4.61048
90.01230128,-7.21238,-7.24556,-5.04762,-5.9762,-4.5051
90.01429462,-7.26063,-7.2915,-5.15539,-6.05415,-4.40565
90.01554187,-7.28951,-7.31893,-5.22129,-6.10164,-4.3427
90.01791579,-7.34169,-7.36839,-5.34356,-6.1893,-4.22135
90.02266364,-7.43518,-7.45644,-5.57607,-6.35398,-3.97278
90.03215933,-7.57903,-7.58957,-5.99523,-6.64126,-3.4533
90.04261937,-7.67185,-7.67082,-6.38889,-6.89353,-2.84878
90.05631242,-7.69168,-7.67594,-6.79984,-7.12372,-2.01141
90.07051466,-7.59398,-7.5636,-7.10381,-7.24493,-1.0946
90.09891914,-7.06055,-7.00304,-7.35142,-7.14445,0.844582
90.10776783,-6.80525,-6.73992,-7.33205,-7.02188,1.46987
90.11072909,-6.71064,-6.64276,-7.31549,-6.97138,1.68066
90.11258744,-6.64899,-6.57954,-7.30256,-6.93733,1.81294
90.11458673,-6.58076,-6.50963,-7.28649,-6.89868,1.95525
90.11858531,-6.43849,-6.36404,-7.24772,-6.81524,2.23927
90.12658246,-6.13131,-6.05046,-7.14408,-6.62432,2.80136
90.14257677,-5.43166,-5.33891,-6.83604,-6.15069,3.87245
90.15483674,-4.82298,-4.72196,-6.5123,-5.70875,4.61788
90.16126494,-4.48004,-4.37499,-6.31314,-5.4508,4.97441
90.16440516,-4.30682,-4.19986,-6.20869,-5.31846,5.1387
90.16741215,-4.13759,-4.02887,-6.10438,-5.18797,5.28946
90.17021467,-3.97702,-3.86668,-6.00345,-5.06312,5.42414
90.17330699,-3.79672,-3.68466,-5.888,-4.92181,5.56633
90.17949165,-3.42675,-3.31139,-5.6446,-4.6284,5.83115
90.18908509,-2.82964,-2.70957,-5.23525,-4.14608,6.1922
90.20163934,-2.00955,-1.88405,-4.64446,-3.46835,6.57611
90.21568572,-1.0466,-0.916072,-3.91496,-2.6532,6.88958
90.2367561,0.467636,0.603433,-2.70171,-1.33482,7.13666
90.24715486,1.23867,1.37532,-2.05503,-0.646711,7.16178
90.25211361,1.61002,1.7465,-1.73646,-0.310827,7.15161
90.2538361,1.73942,1.87568,-1.62434,-0.193068,7.14476
90.25545061,1.8607,1.99675,-1.51861,-0.0822313,7.13682
90.25744791,2.01074,2.14654,-1.38699,0.0554636,7.12495
90.26144252,2.31028,2.44514,-1.12117,0.332636,7.09453
90.26943173,2.90375,3.03554,-0.579979,0.893075,7.00735
90.27304789,3.16894,3.29877,-0.331046,1.14905,6.95646
90.27664786,3.42989,3.55743,-0.0809675,1.405,6.89882
90.27756153,3.49547,3.62235,-0.0171496,1.46996,6.88287
90.27847154,3.56078,3.68701,0.0465456,1.53483,6.86699
