"TIME","SIN1","SIN2","SIN3","SIN4","SIN5"
90,-7.29899,-7.30119,-5.76434,-6.56377,-4.13488
90.00076587,-7.31638,-7.31853,-5.79924,-6.58796,-4.09434
90.00229761,-7.35116,-7.35321,-5.8681,-6.63634,-4.01325
90.00536109,-7.41573,-7.41756,-6.00128,-6.7282,-3.84849
90.00928179,-7.48958,-7.49115,-6.16276,-6.83718,-3.63315
90.01712318,-7.60775,-7.60877,-6.45579,-7.02618,-3.188
90.03280597,-7.72787,-7.72784,-6.92434,-7.28979,-2.24495
90.05117248,-7.67738,-7.67616,-7.27803,-7.40906,-1.06312
90.07365516,-7.3488,-7.34623,-7.43332,-7.28783,0.471685
90.08398119,-7.10301,-7.09984,-7.40443,-7.13644,1.20109
90.09017802,-6.92794,-6.92443,-7.35752,-7.01758,1.64304
90.0922596,-6.86458,-6.86096,-7.33684,-6.97301,1.79191
90.09417321,-6.80437,-6.80065,-7.31569,-6.93003,1.92876
90.09800043,-6.67842,-6.6745,-7.26729,-6.83839,2.20194
90.10565486,-6.405,-6.40068,-7.14656,-6.63291,2.74331
90.12096372,-5.77649,-5.77144,-6.81275,-6.13729,3.78059
90.1327799,-5.22099,-5.2154,-6.47404,-5.68138,4.51535
90.13983559,-4.86155,-4.85567,-6.23931,-5.38011,4.91732
90.14320407,-4.68291,-4.6769,-6.1189,-5.2289,5.09788
90.14578555,-4.54306,-4.53695,-6.02308,-5.10989,5.2308
90.14812262,-4.4143,-4.40809,-5.93371,-4.99988,5.34697
90.15033723,-4.29043,-4.28415,-5.84678,-4.89368,5.45342
90.15476645,-4.03749,-4.03104,-5.66647,-4.67572,5.65599
90.16362489,-3.51174,-3.50498,-5.28095,-4.21848,6.02148
90.17396887,-2.86659,-2.8595,-4.7907,-3.65064,6.38359
90.187665,-1.96607,-1.95861,-4.07989,-2.84746,6.75913
90.20320841,-0.889251,-0.881432,-3.19598,-1.87322,7.0453
90.22970716,1.04148,1.04962,-1.53183,-0.0916078,7.20247
90.23836152,1.69048,1.69861,-0.949449,0.51893,7.16514
90.24090522,1.88238,1.89049,-0.774937,0.700737,7.14599
90.24240485,1.99552,2.00362,-0.671413,0.808346,7.13232
90.24401292,2.11684,2.12492,-0.559916,0.924037,7.11767
90.24722905,2.35907,2.3671,-0.335505,1.15621,7.08273
90.24977272,2.54991,2.5579,-0.156734,1.34057,7.05042
90.25073567,2.62216,2.63013,-0.0887685,1.41036,7.03819
90.25151966,2.68074,2.68869,-0.0333213,1.46734,7.02708
90.25260982,2.76219,2.77012,0.0439434,1.54657,7.01164
90.25367427,2.84137,2.84928,0.119565,1.62394,6.99537
90.25487829,2.93094,2.93881,0.205312,1.71153,6.97698
90.256459,3.04796,3.05578,0.31821,1.82653,6.9512
90.25917396,3.24765,3.25538,0.512938,2.02405,6.90383
90.26460389,3.64081,3.64833,0.905158,2.41779,6.79752
90.26859324,3.92334,3.93067,1.19533,2.7052,6.70969
90.2714056,4.11878,4.12595,1.40078,2.90625,6.64238
90.27212618,4.16819,4.17532,1.45342,2.95777,6.62514
90.27292393,4.22289,4.22998,1.51187,3.0144,6.60496
90.27393599,4.29139,4.29841,1.58602,3.08625,6.57937
90.2751141,4.37112,4.37806,1.67233,3.16928,6.54832
90.27644061,4.45968,4.46654,1.76952,3.26277,6.51336
90.27852224,4.59668,4.6034,1.92203,3.40816,6.45613
90.28249846,4.85101,4.85743,2.21298,3.68187,6.34097
90.28590441,5.06049,5.06662,2.46128,3.91154,6.23628
90.28872746,5.22774,5.23362,2.66583,4.09809,6.14533
90.28998178,5.29973,5.3055,2.75672,4.17955,6.1035
90.29074143,5.34333,5.34902,2.81136,4.22888,6.07817
90.29244848,5.43877,5.4443,2.93416,4.33808,6.01976
90.29349478,5.4961,5.50154,3.00882,4.4042,5.98287
90.29530226,5.59311,5.59838,3.13779,4.5169,5.91914
90.29891724,5.77959,5.78454,3.39254,4.73597,5.78641
90.30167107,5.91507,5.91978,3.58382,4.8968,5.6814
90.30398038,6.02436,6.02888,3.74215,5.02737,5.59077
90.30560042,6.09874,6.10312,3.85196,5.11652,5.52581
90.30657896,6.14227,6.14658,3.91743,5.16938,5.48574
