"TIME","SIN1","SIN2","SIN3","SIN4","SIN5"
90,-0.85284,-0.85284,0.47536,-0.702106,-7.28424
90.00223818,-1.02694,-1.02694,0.308246,-0.874176,-7.29002
90.00618332,-1.33479,-1.33479,0.0119989,-1.17855,-7.29474
90.00865587,-1.52838,-1.52838,-0.174892,-1.37006,-7.29358
90.01066031,-1.68571,-1.68571,-0.327106,-1.52576,-7.28983
90.01128665,-1.73488,-1.73488,-0.374799,-1.57441,-7.28866
90.01225255,-1.81069,-1.81069,-0.448465,-1.64963,-7.2856
90.01327487,-1.89107,-1.89107,-0.526585,-1.72924,-7.28236
90.01412441,-1.95786,-1.95786,-0.591675,-1.7954,-7.27876
90.01503185,-2.02921,-2.02921,-0.6612,-1.8662,-7.27493
90.01700838,-2.18461,-2.18461,-0.81315,-2.0204,-7.2645
90.01814944,-2.27432,-2.27432,-0.901108,-2.10943,-7.25693
90.01988069,-2.41013,-2.41013,-1.03487,-2.2445,-7.24545
90.02300742,-2.65539,-2.65539,-1.27732,-2.48821,-7.21951
90.02609798,-2.89664,-2.89664,-1.51793,-2.72845,-7.18858
90.02846265,-3.08032,-3.08032,-1.70273,-2.91159,-7.16139
90.03085186,-3.26492,-3.26492,-1.88946,-3.09585,-7.13084
90.03267027,-3.40462,-3.40462,-2.03188,-3.23544,-7.10553
90.03520511,-3.59797,-3.59797,-2.23042,-3.42882,-7.06729
90.0376399,-3.7819,-3.7819,-2.421,-3.61301,-7.02735
90.04250948,-4.14331,-4.14331,-2.80077,-3.9755,-6.93817
90.05224865,-4.83116,-4.83116,-3.54701,-4.66727,-6.72344
90.05921241,-5.28727,-5.28727,-4.06341,-5.12698,-6.54084
90.06237106,-5.48284,-5.48284,-4.29155,-5.32429,-6.45016
90.06408977,-5.586,-5.586,-4.41377,-5.42842,-6.3988
90.06570875,-5.68098,-5.68098,-4.52748,-5.52432,-6.34912
90.06758665,-5.78846,-5.78846,-4.65746,-5.63288,-6.28996
90.06958288,-5.89959,-5.89959,-4.79322,-5.74517,-6.22526
90.07188954,-6.02408,-6.02408,-4.94673,-5.871,-6.14821
90.07455027,-6.16257,-6.16257,-5.11896,-6.01104,-6.05631
90.07652464,-6.26185,-6.26185,-5.24321,-6.1115,-5.98562
90.07748339,-6.30876,-6.30876,-5.30213,-6.15898,-5.95129
90.07818694,-6.34318,-6.34318,-5.34536,-6.19382,-5.92542
90.07885244,-6.3749,-6.3749,-5.3853,-6.22595,-5.90095
90.07994684,-6.42706,-6.42706,-5.45098,-6.27878,-5.85987
90.08099313,-6.47585,-6.47585,-5.51255,-6.32822,-5.82059
90.0830857,-6.57106,-6.57106,-5.63302,-6.42476,-5.74009
90.08727084,-6.75208,-6.75208,-5.86362,-6.60856,-5.57347
90.09280023,-6.97224,-6.97224,-6.14797,-6.83268,-5.34205
90.09857423,-7.17934,-7.17934,-6.42109,-7.04425,-5.08709
90.10989592,-7.51881,-7.51881,-6.88866,-7.39357,-4.54975
90.1229245,-7.80193,-7.80193,-7.31807,-7.6897,-3.87415
90.13708189,-7.98161,-7.98161,-7.65554,-7.88535,-3.07675
90.16539668,-7.95827,-7.95827,-7.94065,-7.89806,-1.31953
90.19478218,-7.42819,-7.42819,-7.71368,-7.40796,0.674565
90.20625113,-7.08771,-7.08771,-7.48567,-7.08323,1.48523
90.2109534,-6.92733,-6.92733,-7.3703,-6.92923,1.82053
90.21275631,-6.86272,-6.86272,-7.32276,-6.86706,1.94909
90.21496385,-6.78134,-6.78134,-7.26213,-6.78863,2.10649
90.21937892,-6.61126,-6.61126,-7.13303,-6.62438,2.42009
90.22820907,-6.24277,-6.24277,-6.84428,-6.26712,3.03776
90.23748907,-5.81642,-5.81642,-6.49838,-5.85183,3.66463
90.24375568,-5.50671,-5.50671,-6.24098,-5.54909,4.07032
90.24803804,-5.28533,-5.28533,-6.05437,-5.33223,4.33731
90.25345982,-4.99417,-4.99417,-5.80606,-5.04659,4.66057
90.25706934,-4.79379,-4.79379,-5.63347,-4.84978,4.86549
90.25934084,-4.66507,-4.66507,-5.52194,-4.72329,4.98984
90.26155834,-4.53751,-4.53751,-5.41091,-4.59789,5.10758
90.26385268,-4.40358,-4.40358,-5.29385,-4.4662,5.22549
90.26558528,-4.30116,-4.30116,-5.204,-4.36548,5.31194
90.26905048,-4.09311,-4.09311,-5.02065,-4.16081,5.47833
90.27598088,-3.66459,-3.66459,-4.63976,-3.73915,5.78614
90.28668518,-2.97247,-2.97247,-4.0164,-3.05776,6.19899
90.29811043,-2.19684,-2.19684,-3.30757,-2.29372,6.55857
90.31195981,-1.21225,-1.21225,-2.39449,-1.32317,6.88525
90.33227328,0.301116,0.301116,-0.966215,0.170122,7.15393
90.34525234,1.30098,1.30098,-0.00681993,1.15836,7.19738
90.35114449,1.76073,1.76073,0.439097,1.6136,7.18468
90.35264266,1.8781,1.8781,0.553426,1.72997,7.1779
90.35346221,1.94231,1.94231,0.616162,1.79362,7.17419
90.35430926,2.00867,2.00867,0.681004,1.85941,7.16937
90.35527894,2.08464,2.08464,0.755472,1.93482,7.16384
90.35638613,2.17138,2.17138,0.840502,2.02092,7.15622
90.35766832,2.27184,2.27184,0.939239,2.12062,7.1474
90.35971313,2.43182,2.43182,1.0971,2.27964,7.13079
90.36364001,2.73803,2.73803,1.40144,2.58433,7.09241
90.36654242,2.96313,2.96313,1.62723,2.80866,7.05858
90.36978252,3.21278,3.21278,1.87996,3.05779,7.0154
90.37055088,3.27161,3.27161,1.9399,3.11657,7.00414
90.37146099,3.3413,3.3413,2.01096,3.18618,6.99079
90.37385128,3.5231,3.5231,2.1976,3.36799,6.95314
90.37590237,3.67781,3.67781,2.35775,3.52286,6.91841
90.37995636,3.97935,3.97935,2.67335,3.82511,6.84325
90.38806435,4.56045,4.56045,3.29696,4.40895,6.66747
90.39438273,4.98816,4.98816,3.77175,4.83967,6.50742
