"TIME","SIN1","SIN2","SIN3","SIN4","SIN5"
90,-0.383348,-0.383348,0.910877,-0.201877,-7.26345
90.00252687,-0.578802,-0.578802,0.723383,-0.3944,-7.26903
90.00758061,-0.971691,-0.971691,0.345421,-0.781543,-7.27141
90.01201582,-1.31872,-1.31872,0.0101285,-1.12374,-7.26238
90.01514443,-1.56461,-1.56461,-0.228378,-1.36639,-7.24951
90.01799901,-1.78967,-1.78967,-0.447363,-1.58868,-7.23242
90.01876723,-1.85023,-1.85023,-0.506514,-1.6485,-7.22782
90.01965094,-1.91991,-1.91991,-0.574666,-1.71753,-7.22116
90.02070677,-2.00327,-2.00327,-0.656305,-1.80001,-7.21321
90.02157699,-2.07198,-2.07198,-0.723592,-1.868,-7.20575
90.02250911,-2.14557,-2.14557,-0.79591,-1.94081,-7.19777
90.02346671,-2.22118,-2.22118,-0.870204,-2.0157,-7.18855
90.02455891,-2.30742,-2.30742,-0.955248,-2.10112,-7.17803
90.02595972,-2.41782,-2.41782,-1.06432,-2.21067,-7.16323
90.02832669,-2.60436,-2.60436,-1.2493,-2.39578,-7.13578
90.03205905,-2.8972,-2.8972,-1.54212,-2.68692,-7.08637
90.03427171,-3.06994,-3.06994,-1.71646,-2.85893,-7.05355
90.03700542,-3.2822,-3.2822,-1.93185,-3.07057,-7.00941
90.03871859,-3.41445,-3.41445,-2.06711,-3.2026,-6.97974
90.04112197,-3.59875,-3.59875,-2.25686,-3.38679,-6.93554
90.04326286,-3.76152,-3.76152,-2.42589,-3.54967,-6.89363
90.04754466,-4.08226,-4.08226,-2.76287,-3.87119,-6.80279
90.05610825,-4.69841,-4.69841,-3.42778,-4.49068,-6.59354
90.06266002,-5.14141,-5.14141,-3.9234,-4.9374,-6.40919
90.0681395,-5.48873,-5.48873,-4.32528,-5.28814,-6.23926
90.07052245,-5.63261,-5.63261,-4.49579,-5.43357,-6.16095
90.07271684,-5.76106,-5.76106,-4.65007,-5.56344,-6.08653
90.07483595,-5.88139,-5.88139,-4.79628,-5.68514,-6.01257
90.07711305,-6.00669,-6.00669,-4.95005,-5.8119,-5.93085
90.0792253,-6.11926,-6.11926,-5.08936,-5.92585,-5.85298
90.08129213,-6.22609,-6.22609,-5.22236,-6.03403,-5.77438
90.08240882,-6.28219,-6.28219,-5.2925,-6.09088,-5.73192
90.08302025,-6.31291,-6.31291,-5.33091,-6.12201,-5.70803
90.08402547,-6.36238,-6.36238,-5.3929,-6.17217,-5.66875
90.08573317,-6.4447,-6.4447,-5.49624,-6.25567,-5.60081
90.08726388,-6.51667,-6.51667,-5.58679,-6.32873,-5.53886
90.09015186,-6.64781,-6.64781,-5.75245,-6.462,-5.4193
90.09577616,-6.88604,-6.88604,-6.05641,-6.70468,-5.17666
90.1056301,-7.24969,-7.24969,-6.53252,-7.07717,-4.72154
90.11620947,-7.56514,-7.56514,-6.9667,-7.40359,-4.19268
90.12977422,-7.85806,-7.85806,-7.41035,-7.71273,-3.45843
90.14559143,-8.0447,-8.0447,-7.77082,-7.92104,-2.5309
90.17649373,-7.95116,-7.95116,-8.00621,-7.876,-0.543586
90.19582203,-7.59867,-7.59867,-7.84933,-7.55651,0.791065
90.20456722,-7.36783,-7.36783,-7.70387,-7.34097,1.41092
90.20686464,-7.29998,-7.29998,-7.65809,-7.27716,1.5751
90.20945119,-7.22012,-7.22012,-7.60289,-7.20184,1.75993
90.21197764,-7.13866,-7.13866,-7.54529,-7.12481,1.94047
90.21703055,-6.96569,-6.96569,-7.4194,-6.96065,2.30054
90.22713637,-6.58092,-6.58092,-7.12593,-6.59316,3.00964
90.23670698,-6.17061,-6.17061,-6.79845,-6.19862,3.65762
90.24694029,-5.68506,-5.68506,-6.39728,-5.72907,4.31045
90.25362557,-5.34286,-5.34286,-6.10777,-5.39676,4.70787
90.25771009,-5.12444,-5.12444,-5.92057,-5.18418,4.93713
90.25977337,-5.01099,-5.01099,-5.82255,-5.07362,5.04859
90.26094025,-4.94683,-4.94683,-5.76711,-5.0111,5.10977
90.26204822,-4.8846,-4.8846,-5.71301,-4.9504,5.16787
90.26367132,-4.79342,-4.79342,-5.63374,-4.86148,5.25059
90.26530023,-4.70054,-4.70054,-5.55265,-4.77085,5.33165
90.26855807,-4.51176,-4.51176,-5.38706,-4.58655,5.48801
90.27507373,-4.12253,-4.12253,-5.04267,-4.20626,5.77862
90.28520825,-3.48805,-3.48805,-4.47376,-3.58564,6.17447
90.2966035,-2.73587,-2.73587,-3.78902,-2.84889,6.54068
90.31085569,-1.74429,-1.74429,-2.87213,-1.87628,6.88442
90.32905052,-0.410811,-0.410811,-1.61779,-0.566153,7.14343
90.34600179,0.884137,0.884137,-0.379101,0.708481,7.20812
90.35524522,1.60561,1.60561,0.320421,1.42049,7.17319
90.35974449,1.95936,1.95936,0.666183,1.77013,7.13858
90.36190863,2.12952,2.12952,0.833595,1.9389,7.11787
90.36397672,2.29221,2.29221,0.99415,2.10017,7.09566
90.36570236,2.42796,2.42796,1.1285,2.23474,7.07533
