"TIME","SIN1","SIN2","SIN3","SIN4","SIN5"
90,-7.60858,-7.6079,-6.2482,-6.83487,-3.32501
90.00112616,-7.60359,-7.60286,-6.28687,-6.85585,-3.25999
90.00337847,-7.59183,-7.59099,-6.3623,-6.89601,-3.12904
90.00788309,-7.55974,-7.55869,-6.50413,-6.96768,-2.86285
90.01689234,-7.4608,-7.45934,-6.75068,-7.07559,-2.31378
90.03491084,-7.12835,-7.12612,-7.09667,-7.15192,-1.15656
90.05842692,-6.44167,-6.4385,-7.26104,-6.98252,0.447211
90.06894991,-6.04604,-6.04249,-7.23147,-6.81098,1.19093
90.07505405,-5.7928,-5.78904,-7.18577,-6.68522,1.62664
90.07712191,-5.70317,-5.69933,-7.1656,-6.63832,1.77467
90.07902554,-5.61899,-5.61509,-7.14496,-6.59327,1.91094
90.0828328,-5.44599,-5.44197,-7.09782,-6.49786,2.183
90.09044732,-5.08206,-5.07779,-6.98048,-6.28631,2.72234
90.10567637,-4.28726,-4.28255,-6.65679,-5.7841,3.75685
90.11745238,-3.61577,-3.61075,-6.32814,-5.32695,4.49234
90.12531682,-3.14169,-3.13648,-6.07203,-4.9899,4.94051
90.12887458,-2.92082,-2.91554,-5.94679,-4.82936,5.13012
90.13226343,-2.70696,-2.70161,-5.82222,-4.67195,5.3024
90.13490561,-2.53796,-2.53254,-5.7216,-4.54627,5.431
90.13775904,-2.35329,-2.34782,-5.60955,-4.4077,5.56433
90.14346588,-1.97761,-1.97203,-5.3752,-4.122,5.81419
90.15070256,-1.48984,-1.48413,-5.05896,-3.74392,6.09985
90.16292948,-0.640113,-0.634223,-4.47889,-3.06784,6.50595
90.17596689,0.295854,0.301897,-3.80136,-2.29979,6.83555
90.1855329,0.998378,1.00449,-3.26819,-1.70805,7.01067
90.19005778,1.3343,1.34043,-3.00592,-1.4204,7.07404
90.19244999,1.51268,1.51881,-2.86474,-1.26641,7.10253
90.19348994,1.59022,1.59635,-2.80265,-1.19909,7.11342
90.19483462,1.69061,1.69674,-2.72237,-1.11169,7.12751
90.1968682,1.84244,1.84856,-2.5997,-0.978833,7.14612
90.20033027,2.10091,2.10702,-2.3883,-0.75078,7.17216
90.20725439,2.61498,2.62101,-1.95625,-0.288139,7.20306
90.22110265,3.61329,3.619,-1.05904,0.658842,7.18184
90.22718403,4.03384,4.03933,-0.652101,1.08228,7.13803
90.23105483,4.29388,4.2992,-0.389342,1.35351,7.09936
90.232272,4.37392,4.37919,-0.306144,1.43907,7.0851
90.2334071,4.44857,4.45378,-0.228323,1.51887,7.0718
90.23474014,4.53492,4.54006,-0.136659,1.61258,7.05484
90.2374062,4.70448,4.70948,0.0475176,1.80001,7.01802
90.24273834,5.02954,5.03422,0.418987,2.17404,6.93296
90.24568812,5.20069,5.20518,0.626152,2.37981,6.87942
90.24712978,5.28195,5.28635,0.727802,2.48038,6.85117
90.24822382,5.34211,5.34643,0.805166,2.55626,6.82973
90.24922984,5.39742,5.40167,0.876306,2.62604,6.80875
90.25050519,5.46585,5.47001,0.966718,2.71392,6.78216
90.25238234,5.56427,5.56831,1.10015,2.84326,6.74045
90.25356648,5.62457,5.62854,1.18432,2.92421,6.71413
90.25443616,5.66886,5.67277,1.24633,2.98366,6.69371
90.25543776,5.71833,5.72218,1.31774,3.05163,6.67019
90.25651324,5.77145,5.77522,1.39441,3.12461,6.64382
