"TIME","SIN1","SIN2","SIN3","SIN4","SIN5"
90,-7.81369,-7.81369,-7.6727,-7.78432,-1.65094
90.00188905,-7.79746,-7.79746,-7.68108,-7.76984,-1.52827
90.00566716,-7.75987,-7.75987,-7.69256,-7.73574,-1.28105
90.01322338,-7.66047,-7.66047,-7.69051,-7.64321,-0.778122
90.02833581,-7.36474,-7.36474,-7.58549,-7.36063,0.257699
90.03876109,-7.0875,-7.0875,-7.43616,-7.09179,0.99112
90.04333644,-6.94739,-6.94739,-7.35115,-6.95517,1.31672
90.0459343,-6.86293,-6.86293,-7.29768,-6.87261,1.5024
90.04703278,-6.82556,-6.82556,-7.27329,-6.83603,1.58091
90.04922974,-6.75081,-6.75081,-7.22452,-6.76285,1.73802
90.05362366,-6.59285,-6.59285,-7.1179,-6.60791,2.05222
90.05813681,-6.42074,-6.42074,-6.99775,-6.43876,2.37365
90.06657454,-6.07303,-6.07303,-6.74495,-6.09631,2.96681
90.08344999,-5.28278,-5.28278,-6.13501,-5.31603,4.08671
90.09619708,-4.60759,-4.60759,-5.58696,-4.64844,4.84144
90.10170623,-4.29599,-4.29599,-5.32778,-4.34025,5.13759
90.10549239,-4.0753,-4.0753,-5.1422,-4.12199,5.3292
90.10853877,-3.89404,-3.89404,-4.98862,-3.94274,5.47605
90.1117064,-3.70219,-3.70219,-4.825,-3.75304,5.62184
90.11804164,-3.30867,-3.30867,-4.48625,-3.36401,5.89291
90.12878092,-2.61383,-2.61383,-3.87889,-2.67729,6.29216
90.14025169,-1.83667,-1.83667,-3.18743,-1.90938,6.63727
90.1558044,-0.733808,-0.733808,-2.18743,-0.819649,6.9746
90.17800476,0.91362,0.91362,-0.657507,0.809145,7.20352
90.18702805,1.60115,1.60115,-0.0054943,1.49022,7.21314
90.19163784,1.95474,1.95474,0.333384,1.84083,7.19979
90.19318896,2.07372,2.07372,0.448213,1.95908,7.1919
90.1946415,2.18514,2.18514,0.556067,2.06981,7.18452
90.19622934,2.30693,2.30693,0.674299,2.19085,7.17439
90.19940502,2.54992,2.54992,0.911711,2.43257,7.14988
90.20438301,2.92829,2.92829,1.28605,2.80954,7.10021
90.20705016,3.12937,3.12937,1.48754,3.01019,7.06798
90.21036991,3.37752,3.37752,1.73905,3.25812,7.02246
90.2113288,3.44857,3.44857,1.8117,3.32919,7.00797
90.21223642,3.51583,3.51583,1.88056,3.39647,6.99425
90.2135132,3.60985,3.60985,1.97741,3.49023,6.97325
90.21533585,3.74314,3.74314,2.11568,3.62407,6.94328
90.21866118,3.98314,3.98314,2.36756,3.86474,6.88295
90.22531184,4.44807,4.44807,2.86778,4.33196,6.74503
90.23672146,5.18264,5.18264,3.70144,5.07253,6.45644
90.24058374,5.41098,5.41098,3.97453,5.30341,6.34411
90.24353174,5.57761,5.57761,4.17884,5.47212,6.2535
90.24587315,5.70509,5.70509,4.33809,5.60133,6.17858
90.24827532,5.83143,5.83143,4.49834,5.72951,6.09904
90.25307966,6.07094,6.07094,4.80781,5.97282,5.93199
90.2567214,6.24107,6.24107,5.03156,6.14591,5.79838
90.25864974,6.32723,6.32723,5.14597,6.23367,5.72478
90.25968774,6.37214,6.37214,5.20592,6.27943,5.68517
90.26067666,6.41492,6.41492,5.26304,6.32303,5.64627
90.26201786,6.47133,6.47133,5.33867,6.38056,5.59352
90.26343615,6.52961,6.52961,5.41709,6.44001,5.53659
90.26627275,6.64195,6.64195,5.56922,6.5547,5.42014
90.2707295,6.80718,6.80718,5.796,6.7236,5.23037
90.27545537,6.96746,6.96746,6.02067,6.88777,5.02024
90.2812033,7.14188,7.14188,6.27269,7.06694,4.75269
90.28748856,7.30705,7.30705,6.52226,7.23737,4.4456
90.30005909,7.55843,7.55843,6.94192,7.49955,3.78885
90.31599074,7.72874,7.72874,7.32456,7.68394,2.88214
90.33994343,7.68471,7.68471,7.59507,7.66115,1.38679
90.37398905,7.04681,7.04681,7.3839,7.05026,-0.928442
90.38498053,6.70263,6.70263,7.17109,6.71368,-1.7076
90.38926177,6.55108,6.55108,7.06971,6.56492,-2.01294
90.39335114,6.39764,6.39764,6.96356,6.41404,-2.30405
90.39980483,6.1389,6.1389,6.77812,6.15917,-2.75947
90.41271222,5.56374,5.56374,6.34417,5.59135,-3.63915
90.42319868,5.04274,5.04274,5.93225,5.0762,-4.30689
90.43197526,4.5719,4.5719,5.54855,4.61038,-4.82042
90.4357589,4.35951,4.35951,5.37251,4.40023,-5.02692
90.43800607,4.23077,4.23077,5.26502,4.27286,-5.14488
90.44013462,4.10712,4.10712,5.16123,4.15052,-5.25326
90.44233809,3.97739,3.97739,5.05181,4.02219,-5.36202
90.44605377,3.75478,3.75478,4.86284,3.802,-5.53768
90.45348513,3.29568,3.29568,4.46868,3.34802,-5.86102
90.46519683,2.53748,2.53748,3.80624,2.5985,-6.29783
90.47673802,1.75274,1.75274,3.10771,1.82292,-6.64374
90.49272313,0.613719,0.613719,2.07404,0.697205,-6.98793
90.51824473,-1.29107,-1.29107,0.296076,-1.18898,-7.22335
90.52635101,-1.91114,-1.91114,-0.297627,-1.80472,-7.21858
90.52948222,-2.15158,-2.15158,-0.530206,-2.04389,-7.20664
90.53066395,-2.24233,-2.24233,-0.618405,-2.13415,-7.20026
90.53195524,-2.34148,-2.34148,-0.715012,-2.23278,-7.19328
90.53453781,-2.53936,-2.53936,-0.908883,-2.42988,-7.1757
90.53970295,-2.93258,-2.93258,-1.29887,-2.82216,-7.12953
90.54227467,-3.12677,-3.12677,-1.49401,-3.01617,-7.10111
90.54550523,-3.36871,-3.36871,-1.73986,-3.25819,-7.06033
90.54642779,-3.43722,-3.43722,-1.81007,-3.3268,-7.04742
90.5473677,-3.50702,-3.50702,-1.88171,-3.3967,-7.03427
90.54864991,-3.60164,-3.60164,-1.97944,-3.49152,-7.0146
90.5505796,-3.74304,-3.74304,-2.12652,-3.63331,-6.985
90.55415754,-4.00155,-4.00155,-2.39882,-3.89285,-6.92373
90.56131341,-4.50081,-4.50081,-2.93917,-4.39521,-6.78137
90.56711045,-4.8844,-4.8844,-3.36988,-4.78216,-6.64701
90.56855971,-4.97649,-4.97649,-3.47613,-4.87522,-6.61025
90.57145823,-5.15695,-5.15695,-3.68689,-5.05766,-6.53427
90.57364628,-5.28922,-5.28922,-3.8441,-5.19147,-6.47392
90.5746419,-5.3479,-5.3479,-3.91488,-5.25088,-6.44646
90.57538027,-5.39142,-5.39142,-3.96737,-5.29493,-6.42529
90.57607372,-5.43133,-5.43133,-4.01616,-5.33535,-6.40541
90.57707485,-5.48893,-5.48893,-4.08659,-5.3937,-6.37588
90.57813682,-5.54885,-5.54885,-4.16061,-5.45442,-6.34455
90.58026075,-5.66597,-5.66597,-4.30691,-5.57319,-6.27979
90.5845086,-5.88972,-5.88972,-4.59179,-5.80038,-6.14397
90.59054763,-6.18463,-6.18463,-4.97617,-6.10037,-5.93671
90.59316034,-6.30396,-6.30396,-5.13431,-6.22195,-5.84194
90.59463342,-6.36908,-6.36908,-5.22115,-6.28835,-5.78673
90.59600794,-6.42846,-6.42846,-5.30063,-6.34892,-5.73522
90.59749929,-6.49139,-6.49139,-5.38515,-6.41315,-5.67739
90.5991139,-6.55778,-6.55778,-5.47469,-6.48094,-5.61479
90.60234314,-6.68516,-6.68516,-5.64777,-6.61111,-5.48523
90.60651368,-6.83909,-6.83909,-5.85986,-6.76862,-5.31146
90.61047807,-6.97444,-6.97444,-6.04985,-6.90737,-5.13968
90.61545383,-7.1293,-7.1293,-6.27274,-7.06651,-4.91524
90.62540533,-7.38938,-7.38938,-6.66806,-7.33527,-4.43814
90.63876578,-7.63597,-7.63597,-7.09535,-7.59382,-3.74239
90.65719021,-7.7878,-7.7878,-7.49448,-7.76249,-2.6902
90.68182188,-7.66426,-7.66426,-7.69462,-7.66111,-1.14378
90.70430057,-7.24341,-7.24341,-7.55776,-7.25875,0.376376
90.71585064,-6.91807,-6.91807,-7.37294,-6.9419,1.18705
90.72201684,-6.71535,-6.71535,-7.24346,-6.74334,1.62473
90.72414903,-6.64066,-6.64066,-7.19379,-6.67003,1.77653
90.72612163,-6.56952,-6.56952,-7.14565,-6.60014,1.91697
90.73006684,-6.42152,-6.42152,-7.04316,-6.45454,2.19733
90.73795727,-6.10326,-6.10326,-6.81396,-6.1408,2.75269
90.75373811,-5.38297,-5.38297,-6.26326,-5.42886,3.81409
90.76587251,-4.75781,-4.75781,-5.76022,-4.80994,4.55896
90.77246885,-4.39339,-4.39339,-5.459,-4.44898,4.92946
90.77571243,-4.20812,-4.20812,-5.30396,-4.26547,5.10127
90.77879838,-4.02832,-4.02832,-5.15237,-4.08738,5.25778
90.78124037,-3.88366,-3.88366,-5.02967,-3.94411,5.37678
90.78385231,-3.72667,-3.72667,-4.89578,-3.78866,5.49935
90.78907618,-3.40596,-3.40596,-4.6201,-3.47114,5.73035
90.79572172,-2.98559,-2.98559,-4.25466,-3.05505,5.99782
90.80745902,-2.21214,-2.21214,-3.57164,-2.28967,6.4006
90.81976988,-1.36286,-1.36286,-2.80784,-1.4494,6.72988
90.83789169,-0.0549316,-0.0549316,-1.60734,-0.155214,7.04566
90.85170125,0.97826,0.97826,-0.64009,0.867707,7.15411
90.85872374,1.51257,1.51257,-0.132972,1.39739,7.16614
90.86233179,1.78874,1.78874,0.131126,1.67145,7.16118
90.86319943,1.85516,1.85516,0.194975,1.73735,7.15867
90.86399833,1.91631,1.91631,0.253872,1.7982,7.15635
90.86493271,1.98791,1.98791,0.322879,1.86936,7.1526
90.86625823,2.08947,2.08947,0.420994,1.97032,7.14728
90.86805843,2.22741,2.22741,0.55464,2.10743,7.13798
90.87117457,2.46565,2.46565,0.78699,2.34457,7.11759
90.87740685,2.93873,2.93873,1.25494,2.81634,7.06064
90.88046558,3.16868,3.16868,1.48595,3.0461,7.02486
90.88432412,3.45584,3.45584,1.77828,3.33344,6.97247
90.88514916,3.51664,3.51664,1.84078,3.39436,6.96001
90.88610743,3.58726,3.58726,1.91346,3.46512,6.94554
90.88760237,3.69667,3.69667,2.02684,3.57482,6.92165
90.89000363,3.87077,3.87077,2.20896,3.74955,6.88081
90.89480616,4.21188,4.21188,2.57191,4.09245,6.79004
90.90441122,4.85711,4.85711,3.28623,4.74308,6.57308
90.91084738,5.25608,5.25608,3.75138,5.14665,6.40182
90.91372563,5.42478,5.42478,3.95491,5.31762,6.31863
90.91594844,5.55062,5.55062,4.10972,5.44529,6.25163
90.91796166,5.6612,5.6612,4.24791,5.55758,6.18892
90.91991005,5.76515,5.76515,4.37962,5.66323,6.12641
90.92380681,5.96427,5.96427,4.63625,5.86584,5.99608
90.92887927,6.20643,6.20643,4.95492,6.11266,5.81605
90.93124619,6.31295,6.31295,5.09719,6.2214,5.72808
90.93247621,6.36618,6.36618,5.1694,6.27579,5.68105
90.93366697,6.41771,6.41771,5.23763,6.32844,5.63552
90.93474819,6.46272,6.46272,5.29958,6.37447,5.59309
90.93589298,6.51038,6.51038,5.36359,6.4232,5.54816
90.93818255,6.60206,6.60206,5.48851,6.51703,5.45607
90.94242291,6.76224,6.76224,5.7093,6.68118,5.27967
90.94953731,7.00322,7.00322,6.05021,6.92878,4.96713
90.95594139,7.19066,7.19066,6.32651,7.1222,4.66858
90.96179129,7.3377,7.3377,6.55426,7.27475,4.38215
90.97349108,7.5635,7.5635,6.94104,7.51177,3.77252
90.98941696,7.72744,7.72744,7.32312,7.69127,2.87079
91.01388552,7.66964,7.66964,7.59511,7.65716,1.34903
91.04374685,7.12385,7.12385,7.43488,7.13744,-0.674405
91.05495703,6.78983,6.78983,7.2395,6.812,-1.46749
91.05971007,6.62781,6.62781,7.13507,6.65338,-1.807
91.06152412,6.56286,6.56286,7.0919,6.58969,-1.93657
91.06368998,6.48314,6.48314,7.03801,6.51144,-2.09128
91.06802169,6.31677,6.31677,6.92274,6.34792,-2.39977
91.07668511,5.95718,5.95718,6.66296,5.99374,-3.00818
91.09401196,5.1377,5.1377,6.03263,5.18447,-4.15192
91.10623099,4.48455,4.48455,5.50388,4.53858,-4.86956
91.11157998,4.18005,4.18005,5.25139,4.23737,-5.15552
91.11671434,3.87783,3.87783,4.99761,3.93841,-5.41182
91.12035723,3.65774,3.65774,4.81099,3.72073,-5.58268
91.1243807,3.40945,3.40945,4.59876,3.47518,-5.76091
91.13242765,2.89742,2.89742,4.15598,2.96891,-6.08539
91.14155312,2.29357,2.29357,3.62587,2.37195,-6.40312
91.15702596,1.2205,1.2205,2.66564,1.31116,-6.82331
91.17673386,-0.218877,-0.218877,1.34649,-0.112134,-7.14815
91.18951678,-1.18632,-1.18632,0.441256,-1.06975,-7.23547
91.19535936,-1.63488,-1.63488,0.0160587,-1.51438,-7.24358
91.19683225,-1.74855,-1.74855,-0.092188,-1.62712,-7.24216
91.19763431,-1.81045,-1.81045,-0.151296,-1.68852,-7.24139
91.19844674,-1.87315,-1.87315,-0.211279,-1.75071,-7.23964
91.1995171,-1.95576,-1.95576,-0.290465,-1.83279,-7.23734
91.20067627,-2.04522,-2.04522,-0.376422,-1.92168,-7.23338
91.20211228,-2.15605,-2.15605,-0.483189,-2.03181,-7.22847
91.20445306,-2.33657,-2.33657,-0.657858,-2.21131,-7.21723
91.20913463,-2.6963,-2.6963,-1.00933,-2.56952,-7.1856
